Date,High,Low,Open,Close,Volume,Adj Close
2017-06-30,27.799999237060547,25.260000228881836,26.899999618530273,27.799999237060547,11407039,27.799999237060547
2017-07-03,28.75,27.25,28.25,27.5,496331,27.5
2017-07-04,27.770000457763672,26.80500030517578,27.5,26.950000762939453,172959,26.950000762939453
2017-07-05,27.280000686645508,25.424999237060547,26.979999542236328,25.549999237060547,251146,25.549999237060547
2017-07-06,26.225000381469727,25.594999313354492,25.649999618530273,25.899999618530273,164755,25.899999618530273
2017-07-07,26.5,25.815000534057617,25.959999084472656,26.25,118722,26.25
2017-07-10,26.889999389648438,26.100000381469727,26.3700008392334,26.549999237060547,133496,26.549999237060547
2017-07-11,27.25,26.725000381469727,26.850000381469727,27.200000762939453,183557,27.200000762939453
2017-07-12,28.489999771118164,27.399999618530273,27.5,28.200000762939453,70912,28.200000762939453
2017-07-13,28.399999618530273,27.600000381469727,28.399999618530273,27.600000381469727,22009,27.600000381469727
2017-07-14,28.274999618530273,27.280000686645508,28.0,28.0,31735,28.0
2017-07-17,29.799999237060547,28.139999389648438,28.274999618530273,29.299999237060547,174981,29.299999237060547
2017-07-18,29.549999237060547,28.280000686645508,29.30500030517578,29.0,62654,29.0
2017-07-19,29.44499969482422,28.735000610351562,29.200000762939453,28.899999618530273,65753,28.899999618530273
2017-07-20,29.790000915527344,28.5049991607666,28.5049991607666,29.2450008392334,76842,29.2450008392334
2017-07-21,29.395000457763672,27.155000686645508,29.2450008392334,28.0,31640,28.0
2017-07-24,28.8700008392334,27.5049991607666,27.5049991607666,27.799999237060547,7105,27.799999237060547
2017-07-25,28.44499969482422,27.170000076293945,27.799999237060547,27.459999084472656,35139,27.459999084472656
2017-07-26,28.280000686645508,27.389999389648438,27.799999237060547,27.389999389648438,31012,27.389999389648438
2017-07-27,27.80500030517578,27.334999084472656,27.334999084472656,27.80500030517578,17805,27.80500030517578
2017-07-28,27.5,27.264999389648438,27.5,27.40999984741211,21163,27.40999984741211
2017-07-31,28.15999984741211,27.25,27.625,27.700000762939453,66757,27.700000762939453
2017-08-01,28.200000762939453,27.325000762939453,28.200000762939453,27.690000534057617,116033,27.690000534057617
2017-08-02,27.889999389648438,27.354999542236328,27.600000381469727,27.649999618530273,23079,27.649999618530273
2017-08-03,27.780000686645508,27.31999969482422,27.625,27.549999237060547,22273,27.549999237060547
2017-08-04,27.700000762939453,26.700000762939453,27.510000228881836,26.8799991607666,27885,26.8799991607666
2017-08-07,27.200000762939453,26.540000915527344,27.19499969482422,27.0,26709,27.0
2017-08-08,28.739999771118164,27.809999465942383,28.25,28.399999618530273,140351,28.399999618530273
2017-08-09,29.81999969482422,28.200000762939453,28.829999923706055,28.350000381469727,187600,28.350000381469727
2017-08-10,28.625,27.950000762939453,28.559999465942383,28.0,127606,28.0
2017-08-11,28.25,27.729999542236328,27.899999618530273,27.729999542236328,84579,27.729999542236328
2017-08-14,27.969999313354492,27.1200008392334,27.829999923706055,27.200000762939453,35555,27.200000762939453
2017-08-15,27.200000762939453,26.899999618530273,27.075000762939453,26.899999618530273,11514,26.899999618530273
2017-08-16,27.760000228881836,26.899999618530273,26.905000686645508,27.03499984741211,10474,27.03499984741211
2017-08-17,27.799999237060547,27.0049991607666,27.0049991607666,27.459999084472656,14316,27.459999084472656
2017-08-18,27.854999542236328,27.209999084472656,27.475000381469727,27.354999542236328,10642,27.354999542236328
2017-08-21,27.649999618530273,27.010000228881836,27.364999771118164,27.479999542236328,10129,27.479999542236328
2017-08-22,28.0,27.329999923706055,27.479999542236328,27.84000015258789,21228,27.84000015258789
2017-08-23,29.100000381469727,27.690000534057617,28.1200008392334,28.96500015258789,15418,28.96500015258789
2017-08-24,30.200000762939453,28.704999923706055,29.100000381469727,30.200000762939453,59085,30.200000762939453
2017-08-25,30.639999389648438,29.809999465942383,29.809999465942383,30.399999618530273,39104,30.399999618530273
2017-08-28,30.75,29.200000762939453,30.600000381469727,30.100000381469727,47045,30.100000381469727
2017-08-29,30.790000915527344,29.704999923706055,30.790000915527344,30.31999969482422,40844,30.31999969482422
2017-08-30,30.469999313354492,30.010000228881836,30.31999969482422,30.18000030517578,10300,30.18000030517578
2017-08-31,30.489999771118164,29.799999237060547,30.489999771118164,30.100000381469727,37518,30.100000381469727
2017-09-01,30.299999237060547,29.834999084472656,30.299999237060547,30.149999618530273,16816,30.149999618530273
2017-09-04,30.290000915527344,29.950000762939453,30.290000915527344,30.1200008392334,11032,30.1200008392334
